station,month,n,baseline_mae,ridge_mae,gain,alpha,is_eligible
30230,8,31,0.5806451612903227,0.5064826340697866,0.07416252722053618,0.12772435243536784,1
29282,7,31,0.7612903225806454,0.6872744937251983,0.07401582885544711,0.09722418197113812,1
24507,7,31,0.9709677419354834,0.8972025877401201,0.07376515419536334,0.07597075681250048,1
31369,7,31,1.0774193548387097,1.0037332873806553,0.0736860674580544,0.06839126021555947,1
25703,1,30,2.52,2.446510910685864,0.073489089314136,0.029162337029419047,1
32098,10,31,1.7516129032258065,1.678543730265834,0.07306917295997262,0.041715365778253244,1
28900,8,31,0.6,0.5269560443396235,0.07304395566037647,0.12173992610062745,1
21946,5,31,1.2000000000000002,1.1270615718744084,0.07293842812559181,0.06078202343799317,1
29866,2,15,1.7733333333333334,1.700719401855006,0.0726139314783274,0.040947705720861316,1
30372,3,31,2.2322580645161296,2.160045191861177,0.07221287265495269,0.032349697287623304,1
24507,12,31,2.254838709677419,2.1830073257033553,0.07183138397406363,0.031856550832560414,1
27947,3,31,1.335483870967742,1.263676205353182,0.07180766561455987,0.05376902497708589,1
31329,4,30,1.2,1.128260873407275,0.07173912659272497,0.05978260549393748,1
24951,9,30,1.3299999999999998,1.2583022351833304,0.07169776481666945,0.05390809384711989,1
32061,3,31,2.1580645161290315,2.086551626422491,0.07151288970654068,0.03313751242007118,1
30710,5,31,1.0419354838709676,0.9705384053741215,0.07139707849684607,0.06852351187003804,1
31532,4,30,1.943333333333333,1.8720464200695817,0.07128691326375125,0.036682802708619865,1
36034,5,31,1.561290322580645,1.490472268757022,0.07081805382362294,0.04535867083744445,1
37031,8,31,0.9032258064516127,0.832541375404995,0.0706844310466177,0.07825776294446962,1
30823,1,31,2.1838709677419357,2.1132080700442426,0.07066289769769307,0.032356718295841726,1
30965,4,30,1.7333333333333334,1.6627203358865634,0.07061299744676997,0.040738267757751905,1
30823,7,31,0.5612903225806449,0.49113455469496137,0.07015576788568356,0.12499016117564318,1
24966,9,30,1.903333333333333,1.8332928317090558,0.07004050162427733,0.03679886249962032,1
30710,3,31,1.12258064516129,1.0528068999984241,0.06977374516286594,0.06215477298990933,1
30521,6,30,0.9733333333333332,0.9036968476053048,0.06963648572802839,0.07154433465208397,1
28440,2,28,1.1,1.0305552776207414,0.0694447223792587,0.06313156579932608,1
27947,7,31,0.9741935483870965,0.9052433474518524,0.06895020093524407,0.07077669632425718,1
24641,4,30,1.1133333333333335,1.0445015523240777,0.0688317810092558,0.06182495300232556,1
31594,12,31,1.9709677419354834,1.9023872509329627,0.06858049100252073,0.034795339133848496,1
29263,4,30,1.613333333333333,1.5451384410611078,0.0681948922722253,0.04226956132575949,1
23884,1,31,2.1870967741935488,2.1189196384741655,0.06817713571938322,0.03117243668585368,1
23891,7,31,0.9709677419354844,0.9029217734394822,0.0680459684960022,0.07008056556066668,1
28064,6,30,0.7499999999999997,0.682269654714904,0.0677303452850957,0.0903071270467943,1
29282,6,30,1.21,1.1427134850745968,0.06728651492540316,0.05560869002099435,1
29838,5,31,1.8806451612903228,1.813500807607605,0.06714435368271787,0.03570282957400092,1
28275,6,30,0.7533333333333336,0.6861889919587646,0.06714434137456904,0.08912965669190577,1
31909,1,31,1.7548387096774194,1.68795170333765,0.0668870063397693,0.03811575728920677,1
27595,1,31,1.4677419354838712,1.4008793179632668,0.0668626175206044,0.045554750398653546,1
29698,6,30,1.0899999999999996,1.023305688199774,0.06669431180022567,0.06118744201855568,1
30949,6,30,1.02,0.9533094222507754,0.0666905777492246,0.0653829193619849,1
23933,6,30,0.8866666666666665,0.82089784680655,0.06576881986011651,0.07417536074449232,1
30372,4,30,1.8033333333333337,1.737803565857483,0.0655297674758506,0.03633813353559182,1
25551,8,31,1.6419354838709674,1.5767517803588076,0.06518370351215985,0.039699308622337046,1
29570,4,30,0.7766666666666667,0.7118024530994834,0.0648642135671833,0.08351615480753215,1
24688,11,30,2.3600000000000003,2.295437474071712,0.06456252592828848,0.027357002511986642,1
34861,11,30,0.7100000000000002,0.6454452080127889,0.06455479198721126,0.0909222422355088,1
27459,11,30,0.8766666666666667,0.8124390406649499,0.06422762600171683,0.07326345171298497,1
22602,2,28,1.0464285714285715,0.9823761011886364,0.0640524702399351,0.06121055176512569,1
28440,7,31,0.729032258064516,0.6649841190908251,0.06404813897369088,0.08785364195506273,1
30372,7,31,0.938709677419355,0.8748912935651199,0.0638183838542351,0.06798521991344632,1
24507,6,30,0.85,0.7862082362070294,0.06379176379297058,0.07504913387408303,1
31915,1,31,1.5129032258064519,1.4493272499815564,0.06357597582489549,0.042022500012191044,1
31168,12,31,1.8451612903225802,1.7815997797819263,0.06356151054065395,0.03444767179650827,1
31960,1,31,2.1709677419354843,2.1074580805220338,0.06350966141345049,0.02925407880857303,1
24817,7,31,1.1483870967741938,1.0852877401211847,0.06309935665300914,0.054946068995597834,1
26063,12,31,0.5903225806451613,0.5273388072524454,0.06298377339271588,0.10669382378001051,1
29698,7,31,1.0483870967741933,0.9854044087412922,0.06298268803290108,0.06007579473907489,1
30372,9,30,0.9766666666666667,0.9139394194776497,0.06272724718901701,0.06422585036418124,1
31873,10,31,1.5870967741935489,1.5246903113365655,0.06240646285698337,0.03932114529606674,1
24266,4,30,2.4533333333333327,2.39126865717867,0.06206467615466282,0.0252981016934767,1
29866,11,30,1.75,1.688176952731365,0.06182304726863497,0.03532745558207712,1
