station,n,baseline_mae,xgb_delta_cluster_mae,gain,alpha
27612,365,0.3400000000000001,0.3604565808388137,-0.02045658083881363,0.0
27037,365,0.6586301369863014,0.6809457907213332,-0.02231565373503186,0.0
28493,365,1.0054794520547945,1.0312500831439824,-0.025770631089187868,0.0
33008,365,0.4208219178082191,0.45204851026133286,-0.031226592453113766,0.0
34009,327,0.9467889908256881,0.9816678619818243,-0.03487887115613619,0.0
26258,365,0.6767123287671234,0.7136863785439925,-0.03697404977686913,0.0
22820,365,0.45999999999999996,0.5008041637720004,-0.04080416377200047,0.0
28698,365,0.9041095890410958,0.9480370343154078,-0.043927445274311916,0.0
30758,365,0.9413698630136985,0.997821525318918,-0.056451662305219474,0.0
24125,364,0.6497252747252746,0.7107558988092931,-0.06103062408401849,0.0
37099,179,0.8184357541899442,0.922045107997496,-0.10360935380755176,0.0
20674,365,0.7863013698630137,0.9674116064600122,-0.18111023659699854,0.0
