station,month,n,baseline_mae,xgb_mae,gain,alpha,is_eligible
29866,5,17,1.1999999999999997,1.1146538622239057,0.08534613777609401,0.07112178148007836,1
30949,6,30,1.02,0.934952875773112,0.08504712422688798,0.08337953355577253,1
28900,9,30,0.5266666666666668,0.44184201558431013,0.0848246510823567,0.16105946408042407,1
21946,4,30,2.4133333333333336,2.3286312452952065,0.08470208803812707,0.0350975502920416,1
31388,8,20,0.6050000000000005,0.5203381443023682,0.0846618556976323,0.13993695156633423,1
30965,7,31,0.983870967741935,0.8993849415932929,0.0844860261486422,0.08587104297075113,1
28434,7,31,0.9096774193548386,0.8253291037774854,0.08434831557735323,0.0927233256346791,1
30925,5,31,1.1548387096774195,1.0707841115613137,0.08405459811610583,0.07278470786590169,1
30673,9,30,1.3766666666666663,1.293235013484955,0.0834316531817112,0.06060410642739314,1
32061,3,31,2.1580645161290315,2.0748041083735806,0.08326040775545085,0.038581055910597566,1
30372,7,31,0.938709677419355,0.855656340814406,0.08305333660494896,0.08847606304994561,1
29282,6,30,1.21,1.1269515482584633,0.08304845174153663,0.06863508408391457,1
24951,3,31,2.648387096774194,2.566174651730445,0.08221244504374914,0.031042457933693333,1
24944,5,31,0.8774193548387096,0.7952632110926411,0.0821561437460685,0.09363384029882808,1
29570,4,30,0.7766666666666667,0.6945354509353638,0.08213121573130289,0.10574834643515392,1
29698,5,31,1.2161290322580647,1.1343738032925514,0.08175522896551324,0.06722578509100557,1
31960,6,30,1.2,1.1184616978963213,0.08153830210367863,0.06794858508639887,1
31707,6,30,0.7633333333333332,0.6818020502726235,0.08153128306070967,0.10680954112756727,1
32411,2,28,2.15,2.0685467004776,0.08145329952239999,0.03788525559181395,1
24908,4,30,2.4099999999999997,2.3285648795962333,0.08143512040376644,0.03379050639160434,1
31088,1,31,1.016129032258065,0.9348135794362716,0.08131545282179331,0.08002473134843148,1
31388,6,30,0.7566666666666663,0.6757130114237467,0.08095365524291953,0.1069872095721404,1
30636,8,31,0.9645161290322581,0.8841676835090883,0.08034844552316989,0.0833044084019487,1
25551,6,30,0.9266666666666666,0.8463716252644856,0.08029504140218102,0.08664932525415218,1
30230,7,31,0.6741935483870972,0.594008993333386,0.08018455505371125,0.11893402902703575,1
34861,5,31,0.7064516129032259,0.6265324561826644,0.07991915672056149,0.1131275734400642,1
31510,9,30,1.13,1.0501267941792807,0.07987320582071922,0.07068425293868957,1
28722,8,31,1.1774193548387093,1.097815673582015,0.07960368125669426,0.06760860599883624,1
24343,8,31,1.225806451612903,1.146597114686043,0.07920933692686005,0.06461814328243848,1
23631,7,31,0.8516129032258064,0.772434874503843,0.07917802872196344,0.09297420039321466,1
31168,9,30,1.6866666666666665,1.6079630311330162,0.07870363553365034,0.046662234506116805,1
30673,10,31,1.6290322580645165,1.5507144006870446,0.07831785737747188,0.04807630848914114,1
31873,5,31,1.1129032258064515,1.0353426410305884,0.07756058477586314,0.06969211965367413,1
28900,3,31,0.7290322580645162,0.6515971624562815,0.0774350956082347,0.10621628158651661,1
24507,5,31,1.035483870967742,0.9592972224758515,0.07618664849189061,0.07357589106693485,1
36034,4,30,1.48,1.4052434211721023,0.07475657882789766,0.05051120191074166,1
29612,7,31,0.6290322580645162,0.5545053420528289,0.07452691601168737,0.11847868699293888,1
23891,4,30,1.6600000000000001,1.585935890873273,0.07406410912672712,0.04461693320887175,1
31416,5,31,1.1387096774193548,1.0651040249534192,0.07360565246593564,0.06463952482844207,1
23405,10,31,0.635483870967742,0.5622606019819937,0.07322326898574827,0.11522443342935007,1
30393,6,30,0.7766666666666667,0.7036254564921063,0.07304121017456044,0.09404447661960572,1
30252,6,30,0.8566666666666667,0.7837498728434243,0.07291679382324234,0.08511687994931012,1
24507,9,30,1.0533333333333337,0.9805646479129793,0.07276868542035442,0.0690841950193238,1
30777,6,30,0.5266666666666665,0.454181671142578,0.07248499552408849,0.13762973833687692,1
30054,2,28,1.6392857142857145,1.5668328080858502,0.07245290619986422,0.04419785127660562,1
26063,6,30,0.6166666666666668,0.5443030484517417,0.0723636182149251,0.11734640791609473,1
30965,4,30,1.7333333333333334,1.661042562822501,0.07229077051083244,0.04170621375624948,1
31873,12,31,2.1258064516129034,2.0536452335696063,0.07216121804329712,0.03394533777454037,1
30673,4,30,1.4366666666666668,1.364844781955083,0.07182188471158368,0.04999203112175198,1
30054,10,31,0.8677419354838709,0.7966793018430772,0.07106263364079368,0.08189374137043139,1
21946,11,30,1.9700000000000002,1.8989986483256027,0.07100135167439747,0.036041295266191604,1
28722,6,30,0.9599999999999996,0.889054857889811,0.07094514211018865,0.07390118969811321,1
